itm_no_item|INVALID ITEM
itm_no_item_pl|INVALID ITEM
itm_tutorial_spear|Spear
itm_tutorial_spear_pl|Spear
itm_tutorial_club|Club
itm_tutorial_club_pl|Club
itm_tutorial_battle_axe|Battle Axe
itm_tutorial_battle_axe_pl|Battle Axe
itm_tutorial_arrows|Arrows
itm_tutorial_arrows_pl|Arrows
itm_tutorial_bolts|Bolts
itm_tutorial_bolts_pl|Bolts
itm_tutorial_short_bow|Self Bow
itm_tutorial_short_bow_pl|Self Bow
itm_tutorial_crossbow|Crossbow
itm_tutorial_crossbow_pl|Crossbow
itm_tutorial_throwing_daggers|Throwing Daggers
itm_tutorial_throwing_daggers_pl|Throwing Daggers
itm_tutorial_saddle_horse|Saddle Horse
itm_tutorial_saddle_horse_pl|Saddle Horse
itm_tutorial_shield|Kite Shield
itm_tutorial_shield_pl|Kite Shield
itm_tutorial_staff_no_attack|Staff
itm_tutorial_staff_no_attack_pl|Staff
itm_tutorial_staff|Staff
itm_tutorial_staff_pl|Staff
itm_tutorial_sword|Sword
itm_tutorial_sword_pl|Sword
itm_tutorial_axe|Axe
itm_tutorial_axe_pl|Axe
itm_tutorial_dagger|Dagger
itm_tutorial_dagger_pl|Dagger
itm_horse_meat|Horse Meat
itm_horse_meat_pl|Horse Meat
itm_practice_sword|Practice Sword
itm_practice_sword_pl|Practice Sword
itm_heavy_practice_sword|Heavy Practice Sword
itm_heavy_practice_sword_pl|Heavy Practice Sword
itm_practice_dagger|Practice Dagger
itm_practice_dagger_pl|Practice Dagger
itm_practice_axe|Practice Axe
itm_practice_axe_pl|Practice Axe
itm_arena_axe|Axe
itm_arena_axe_pl|Axe
itm_arena_sword|Sword
itm_arena_sword_pl|Sword
itm_arena_sword_two_handed|Two Handed Sword
itm_arena_sword_two_handed_pl|Two Handed Sword
itm_arena_lance|Lance
itm_arena_lance_pl|Lance
itm_practice_staff|Practice Staff
itm_practice_staff_pl|Practice Staff
itm_practice_lance|Practice Lance
itm_practice_lance_pl|Practice Lance
itm_practice_shield|Practice Shield
itm_practice_shield_pl|Practice Shield
itm_practice_bow|Practice Bow
itm_practice_bow_pl|Practice Bow
itm_practice_crossbow|Practice Crossbow
itm_practice_crossbow_pl|Practice Crossbow
itm_practice_javelin|Practice Javelins
itm_practice_javelin_pl|Practice Javelins
itm_practice_javelin_melee|practice javelin melee
itm_practice_javelin_melee_pl|practice javelin melee
itm_practice_throwing_daggers|Throwing Daggers
itm_practice_throwing_daggers_pl|Throwing Daggers
itm_practice_throwing_daggers_100_amount|Throwing Daggers
itm_practice_throwing_daggers_100_amount_pl|Throwing Daggers
itm_practice_horse|Practice Horse
itm_practice_horse_pl|Practice Horse
itm_practice_arrows|Practice Arrows
itm_practice_arrows_pl|Practice Arrows
itm_practice_bolts|Practice Bolts
itm_practice_bolts_pl|Practice Bolts
itm_practice_arrows_10_amount|Practice Arrows
itm_practice_arrows_10_amount_pl|Practice Arrows
itm_practice_arrows_100_amount|Practice Arrows
itm_practice_arrows_100_amount_pl|Practice Arrows
itm_practice_bolts_9_amount|Practice Bolts
itm_practice_bolts_9_amount_pl|Practice Bolts
itm_practice_boots|Practice Boots
itm_practice_boots_pl|Practice Boots
itm_book_tactics|De Re Militari
itm_book_tactics_pl|De Re Militari
itm_book_persuasion|Rhetorica ad Herennium
itm_book_persuasion_pl|Rhetorica ad Herennium
itm_book_leadership|The Life of Alexander the Great
itm_book_leadership_pl|The Life of Alexander the Great
itm_book_intelligence|Essays on Logic
itm_book_intelligence_pl|Essays on Logic
itm_book_trade|A Treatise on the Value of Things
itm_book_trade_pl|A Treatise on the Value of Things
itm_book_weapon_mastery|On the Art of Fighting with Swords
itm_book_weapon_mastery_pl|On the Art of Fighting with Swords
itm_book_engineering|Method of Mechanical Theorems
itm_book_engineering_pl|Method of Mechanical Theorems
itm_book_wound_treatment_reference|The Book of Healing
itm_book_wound_treatment_reference_pl|The Book of Healing
itm_book_training_reference|Manual of Arms
itm_book_training_reference_pl|Manual of Arms
itm_book_surgery_reference|The Great Book of Surgery
itm_book_surgery_reference_pl|The Great Book of Surgery
itm_spice|Spice
itm_spice_pl|Spice
itm_salt|Salt
itm_salt_pl|Salt
itm_oil|Oil
itm_oil_pl|Oil
itm_pottery|Pottery
itm_pottery_pl|Pottery
itm_raw_flax|Flax Bundle
itm_raw_flax_pl|Flax Bundle
itm_linen|Linen
itm_linen_pl|Linen
itm_wool|Wool
itm_wool_pl|Wool
itm_wool_cloth|Wool Cloth
itm_wool_cloth_pl|Wool Cloth
itm_raw_silk|Raw Silk
itm_raw_silk_pl|Raw Silk
itm_raw_dyes|Dyes
itm_raw_dyes_pl|Dyes
itm_velvet|Velvet
itm_velvet_pl|Velvet
itm_iron|Iron
